time,SkinResponse,Name
149,7.13,Subject002
150,7.06,Subject002
151,7.08,Subject002
152,7.2,Subject002
153,7.25,Subject002
154,7.28,Subject002
155,7.33,Subject002
156,7.42,Subject002
157,7.49,Subject002
158,7.65,Subject002
159,7.78,Subject002
160,7.77,Subject002
161,7.79,Subject002
162,7.91,Subject002
163,7.93,Subject002
164,7.88,Subject002
165,7.81,Subject002
166,7.74,Subject002
167,7.71,Subject002
168,7.79,Subject002
169,7.86,Subject002
170,7.83,Subject002
171,7.75,Subject002
172,7.67,Subject002
173,7.58,Subject002
174,7.51,Subject002
175,7.43,Subject002
176,7.4,Subject002
177,7.42,Subject002
178,7.42,Subject002
179,7.41,Subject002
180,7.43,Subject002
181,7.44,Subject002
182,7.39,Subject002
183,7.34,Subject002
184,7.33,Subject002
185,7.4,Subject002
186,7.42,Subject002
187,7.37,Subject002
188,7.32,Subject002
189,7.26,Subject002
190,7.22,Subject002
191,7.34,Subject002
192,7.4,Subject002
193,7.37,Subject002
194,7.33,Subject002
195,7.3,Subject002
196,7.27,Subject002
197,7.31,Subject002
198,7.43,Subject002
199,7.43,Subject002
200,7.43,Subject002
201,7.41,Subject002
202,7.41,Subject002
203,7.45,Subject002
204,7.51,Subject002
205,7.52,Subject002
206,7.49,Subject002
207,7.46,Subject002
208,7.44,Subject002
209,7.52,Subject002
210,7.57,Subject002
211,7.56,Subject002
212,7.43,Subject002
213,7.39,Subject002
214,7.46,Subject002
215,7.44,Subject002
216,7.42,Subject002
217,7.37,Subject002
218,7.36,Subject002
219,7.36,Subject002
220,7.4,Subject002
221,7.45,Subject002
222,7.52,Subject002
223,7.51,Subject002
224,7.41,Subject002
225,7.38,Subject002
226,7.41,Subject002
227,7.21,Subject002
228,7.54,Subject002
229,7.53,Subject002
230,7.52,Subject002
231,7.65,Subject002
232,7.73,Subject002
233,7.26,Subject002
234,6.86,Subject002
235,7.07,Subject002
236,7.24,Subject002
237,7.3,Subject002
238,7.33,Subject002
239,7.32,Subject002
240,7.3,Subject002
241,7.29,Subject002
242,7.26,Subject002
243,7.3,Subject002
244,7.35,Subject002
245,7.4,Subject002
246,7.42,Subject002
247,7.39,Subject002
248,7.36,Subject002
249,7.36,Subject002
250,7.35,Subject002
251,7.28,Subject002
252,7.25,Subject002
253,7.21,Subject002
254,7.19,Subject002
255,7.17,Subject002
256,7.19,Subject002
257,7.21,Subject002
258,7.2,Subject002
259,7.16,Subject002
260,7.13,Subject002
261,7.14,Subject002
262,7.07,Subject002
263,6.21,Subject002
264,6.3,Subject002
265,6.53,Subject002
266,6.71,Subject002
267,6.99,Subject002
268,7.0,Subject002
269,6.97,Subject002
270,6.96,Subject002
271,6.95,Subject002
272,6.88,Subject002
273,6.94,Subject002
274,6.99,Subject002
275,6.9,Subject002
276,6.79,Subject002
277,7.01,Subject002
278,7.11,Subject002
279,7.07,Subject002
280,7.11,Subject002
281,7.14,Subject002
282,7.13,Subject002
283,7.12,Subject002
284,7.12,Subject002
285,7.14,Subject002
286,7.14,Subject002
287,7.12,Subject002
288,7.13,Subject002
289,7.16,Subject002
290,7.18,Subject002
291,7.17,Subject002
292,7.06,Subject002
293,7.1,Subject002
294,7.18,Subject002
295,7.19,Subject002
296,7.18,Subject002
297,7.17,Subject002
298,7.15,Subject002
299,7.13,Subject002
300,7.11,Subject002
301,7.11,Subject002
302,7.17,Subject002
303,7.2,Subject002
304,7.21,Subject002
305,7.2,Subject002
306,7.21,Subject002
307,7.27,Subject002
308,7.28,Subject002
309,7.26,Subject002
310,7.24,Subject002
311,7.25,Subject002
312,7.25,Subject002
313,7.24,Subject002
314,7.23,Subject002
315,7.24,Subject002
316,7.26,Subject002
317,7.28,Subject002
318,7.29,Subject002
319,7.33,Subject002
320,7.35,Subject002
321,7.34,Subject002
322,7.32,Subject002
323,7.31,Subject002
324,7.31,Subject002
325,7.3,Subject002
326,7.28,Subject002
327,7.25,Subject002
328,7.23,Subject002
329,7.2,Subject002
330,7.16,Subject002
331,7.13,Subject002
332,7.1,Subject002
333,7.08,Subject002
334,7.06,Subject002
335,7.1,Subject002
336,7.17,Subject002
337,7.17,Subject002
338,7.16,Subject002
339,7.14,Subject002
340,7.12,Subject002
341,7.24,Subject002
342,7.33,Subject002
343,7.37,Subject002
344,7.48,Subject002
345,7.63,Subject002
346,7.76,Subject002
347,7.83,Subject002
348,7.96,Subject002
349,8.08,Subject002
350,8.11,Subject002
351,8.12,Subject002
352,8.16,Subject002
353,8.3,Subject002
354,8.37,Subject002
355,8.35,Subject002
356,8.34,Subject002
357,8.32,Subject002
358,8.34,Subject002
359,8.46,Subject002
360,8.5,Subject002
361,8.5,Subject002
362,8.52,Subject002
363,8.52,Subject002
364,8.51,Subject002
365,8.46,Subject002
366,8.39,Subject002
367,8.32,Subject002
368,8.26,Subject002
369,8.22,Subject002
370,8.26,Subject002
371,8.35,Subject002
372,8.34,Subject002
373,8.29,Subject002
374,8.26,Subject002
375,8.26,Subject002
376,8.23,Subject002
377,8.23,Subject002
378,8.31,Subject002
379,8.3,Subject002
380,8.26,Subject002
381,8.3,Subject002
382,8.37,Subject002
383,8.43,Subject002
384,8.49,Subject002
385,8.53,Subject002
386,8.6,Subject002
387,8.67,Subject002
388,8.74,Subject002
389,8.75,Subject002
390,8.72,Subject002
391,8.67,Subject002
392,8.61,Subject002
393,8.54,Subject002
394,8.48,Subject002
395,8.47,Subject002
396,8.48,Subject002
397,8.48,Subject002
398,8.46,Subject002
399,8.42,Subject002
400,8.38,Subject002
401,8.35,Subject002
402,8.35,Subject002
403,8.34,Subject002
404,8.29,Subject002
405,8.25,Subject002
406,8.3,Subject002
407,8.3,Subject002
408,8.27,Subject002
409,8.27,Subject002
410,8.31,Subject002
411,8.4,Subject002
412,8.5,Subject002
413,8.56,Subject002
414,8.59,Subject002
415,8.59,Subject002
416,8.57,Subject002
417,8.56,Subject002
418,8.58,Subject002
419,8.68,Subject002
420,8.73,Subject002
421,8.68,Subject002
422,8.62,Subject002
423,8.59,Subject002
424,8.57,Subject002
425,8.52,Subject002
426,8.51,Subject002
427,8.54,Subject002
428,8.52,Subject002
429,8.5,Subject002
430,8.48,Subject002
431,8.41,Subject002
432,8.35,Subject002
433,8.32,Subject002
434,8.29,Subject002
435,8.24,Subject002
436,8.18,Subject002
437,8.13,Subject002
438,8.09,Subject002
439,8.06,Subject002
440,8.04,Subject002
441,8.03,Subject002
442,8.02,Subject002
443,8.07,Subject002
444,8.18,Subject002
445,8.16,Subject002
446,8.1,Subject002
447,8.06,Subject002
448,8.01,Subject002
449,7.98,Subject002
450,7.96,Subject002
451,7.96,Subject002
452,7.97,Subject002
453,7.94,Subject002
454,7.99,Subject002
455,8.09,Subject002
456,8.09,Subject002
457,8.04,Subject002
458,8.02,Subject002
459,8.13,Subject002
460,8.25,Subject002
461,8.32,Subject002
462,8.46,Subject002
463,8.65,Subject002
464,8.85,Subject002
465,9.02,Subject002
466,9.17,Subject002
467,9.29,Subject002
468,9.35,Subject002
469,9.39,Subject002
470,9.41,Subject002
471,9.44,Subject002
472,9.49,Subject002
473,9.5,Subject002
474,9.49,Subject002
475,9.48,Subject002
476,9.49,Subject002
477,9.43,Subject002
478,9.38,Subject002
479,9.33,Subject002
480,9.31,Subject002
481,9.34,Subject002
482,9.31,Subject002
483,9.25,Subject002
484,9.22,Subject002
485,9.18,Subject002
486,9.11,Subject002
487,9.05,Subject002
488,8.99,Subject002
489,8.95,Subject002
490,8.92,Subject002
491,8.87,Subject002
492,8.83,Subject002
493,8.79,Subject002
494,8.76,Subject002
495,8.72,Subject002
496,8.69,Subject002
497,8.7,Subject002
498,8.75,Subject002
499,8.72,Subject002
500,8.67,Subject002
501,8.62,Subject002
502,8.57,Subject002
503,8.51,Subject002
504,8.48,Subject002
505,8.48,Subject002
506,8.52,Subject002
507,8.54,Subject002
508,8.53,Subject002
509,8.49,Subject002
510,8.44,Subject002
511,8.39,Subject002
512,8.33,Subject002
513,8.28,Subject002
514,8.23,Subject002
515,8.19,Subject002
516,8.15,Subject002
517,8.16,Subject002
518,8.15,Subject002
519,8.15,Subject002
520,8.12,Subject002
521,8.09,Subject002
522,8.04,Subject002
523,7.99,Subject002
524,7.94,Subject002
525,7.91,Subject002
526,7.88,Subject002
527,7.94,Subject002
528,8.05,Subject002
529,8.04,Subject002
530,8.0,Subject002
531,8.03,Subject002
532,8.08,Subject002
533,8.07,Subject002
534,8.09,Subject002
535,8.18,Subject002
536,8.26,Subject002
537,8.32,Subject002
538,8.42,Subject002
539,8.51,Subject002
540,8.54,Subject002
541,8.55,Subject002
542,8.56,Subject002
543,8.57,Subject002
544,8.54,Subject002
545,8.5,Subject002
546,8.46,Subject002
547,8.52,Subject002
548,8.68,Subject002
549,8.67,Subject002
550,8.59,Subject002
551,8.53,Subject002
552,8.49,Subject002
553,8.49,Subject002
554,8.49,Subject002
555,8.44,Subject002
556,8.38,Subject002
557,8.33,Subject002
558,8.31,Subject002
559,8.35,Subject002
560,8.34,Subject002
561,8.34,Subject002
562,8.49,Subject002
563,8.54,Subject002
564,8.55,Subject002
565,8.58,Subject002
566,8.6,Subject002
567,8.66,Subject002
568,8.7,Subject002
569,8.71,Subject002
570,8.7,Subject002
571,8.67,Subject002
572,8.62,Subject002
573,8.58,Subject002
574,8.52,Subject002
575,8.49,Subject002
576,8.45,Subject002
577,8.43,Subject002
578,8.42,Subject002
579,8.41,Subject002
580,8.39,Subject002
581,8.38,Subject002
582,8.45,Subject002
583,8.56,Subject002
584,8.55,Subject002
585,8.48,Subject002
586,8.42,Subject002
587,8.38,Subject002
588,8.36,Subject002
589,8.35,Subject002
590,8.32,Subject002
591,8.29,Subject002
592,8.3,Subject002
593,8.38,Subject002
594,8.39,Subject002
595,8.36,Subject002
596,8.29,Subject002
597,8.24,Subject002
598,8.19,Subject002
599,8.15,Subject002
600,8.12,Subject002
601,8.1,Subject002
602,8.18,Subject002
603,8.26,Subject002
604,8.27,Subject002
605,8.24,Subject002
606,8.23,Subject002
607,8.23,Subject002
608,8.17,Subject002
609,8.17,Subject002
610,8.18,Subject002
611,8.21,Subject002
612,8.26,Subject002
613,8.27,Subject002
614,8.24,Subject002
615,8.19,Subject002
616,8.15,Subject002
617,8.14,Subject002
618,8.11,Subject002
619,8.09,Subject002
620,8.09,Subject002
621,8.11,Subject002
622,8.1,Subject002
623,8.11,Subject002
624,8.11,Subject002
625,8.08,Subject002
626,8.03,Subject002
627,8.0,Subject002
628,7.97,Subject002
629,7.95,Subject002
630,7.96,Subject002
631,7.97,Subject002
632,7.95,Subject002
633,7.92,Subject002
634,7.9,Subject002
635,7.97,Subject002
636,8.06,Subject002
637,8.06,Subject002
638,8.04,Subject002
639,8.02,Subject002
640,8.04,Subject002
641,7.98,Subject002
642,7.97,Subject002
643,7.96,Subject002
644,7.98,Subject002
645,8.02,Subject002
646,8.02,Subject002
647,8.0,Subject002
648,7.98,Subject002
649,8.0,Subject002
650,8.07,Subject002
651,8.09,Subject002
652,8.07,Subject002
653,8.05,Subject002
654,8.09,Subject002
655,8.14,Subject002
656,8.13,Subject002
657,8.12,Subject002
658,8.12,Subject002
659,8.1,Subject002
660,8.08,Subject002
661,8.03,Subject002
662,8.01,Subject002
663,7.98,Subject002
664,8.01,Subject002
665,8.1,Subject002
666,8.17,Subject002
667,8.16,Subject002
668,8.13,Subject002
669,8.09,Subject002
670,8.06,Subject002
671,8.05,Subject002
672,8.05,Subject002
673,8.04,Subject002
674,7.99,Subject002
675,7.95,Subject002
676,8.03,Subject002
677,8.12,Subject002
678,8.13,Subject002
679,8.1,Subject002
680,8.09,Subject002
681,8.06,Subject002
682,8.04,Subject002
683,8.03,Subject002
684,8.0,Subject002
685,7.97,Subject002
686,7.95,Subject002
687,7.93,Subject002
688,7.92,Subject002
689,7.89,Subject002
690,7.88,Subject002
691,7.9,Subject002
692,7.9,Subject002
693,7.89,Subject002
694,7.88,Subject002
695,7.88,Subject002
696,7.88,Subject002
697,7.87,Subject002
698,7.86,Subject002
699,7.86,Subject002
700,7.85,Subject002
701,7.84,Subject002
702,7.82,Subject002
703,7.81,Subject002
704,7.86,Subject002
705,7.95,Subject002
706,7.97,Subject002
707,7.96,Subject002
708,7.94,Subject002
709,7.91,Subject002
710,7.86,Subject002
711,7.81,Subject002
712,7.78,Subject002
713,7.74,Subject002
714,7.7,Subject002
715,7.7,Subject002
716,7.71,Subject002
717,7.7,Subject002
718,7.69,Subject002
719,7.67,Subject002
720,7.65,Subject002
721,7.63,Subject002
722,7.62,Subject002
723,7.61,Subject002
724,7.62,Subject002
725,7.65,Subject002
726,7.65,Subject002
727,7.64,Subject002
728,7.63,Subject002
729,7.6,Subject002
730,7.58,Subject002
731,7.55,Subject002
732,7.52,Subject002
733,7.49,Subject002
734,7.47,Subject002
735,7.45,Subject002
736,7.44,Subject002
737,7.44,Subject002
738,7.43,Subject002
739,7.47,Subject002
740,7.54,Subject002
741,7.58,Subject002
742,7.57,Subject002
743,7.53,Subject002
744,7.49,Subject002
745,7.48,Subject002
746,7.51,Subject002
747,7.52,Subject002
748,7.52,Subject002
749,7.52,Subject002
750,7.55,Subject002
751,7.58,Subject002
752,7.6,Subject002
753,7.67,Subject002
754,7.72,Subject002
755,7.75,Subject002
756,7.79,Subject002
757,7.89,Subject002
758,7.97,Subject002
759,8.0,Subject002
760,8.03,Subject002
761,8.05,Subject002
762,8.11,Subject002
763,8.11,Subject002
764,8.11,Subject002
765,8.1,Subject002
766,8.04,Subject002
767,8.06,Subject002
768,8.22,Subject002
769,8.34,Subject002
770,8.36,Subject002
771,8.4,Subject002
772,8.43,Subject002
773,8.45,Subject002
774,8.43,Subject002
775,8.47,Subject002
776,8.58,Subject002
777,8.63,Subject002
778,8.64,Subject002
779,8.61,Subject002
780,8.57,Subject002
781,8.53,Subject002
782,8.51,Subject002
783,8.64,Subject002
784,8.73,Subject002
785,8.73,Subject002
786,8.69,Subject002
787,8.67,Subject002
788,8.65,Subject002
789,8.62,Subject002
790,8.61,Subject002
791,8.64,Subject002
792,8.64,Subject002
793,8.63,Subject002
794,8.6,Subject002
795,8.56,Subject002
796,8.53,Subject002
797,8.47,Subject002
798,8.42,Subject002
799,8.39,Subject002
800,8.4,Subject002
801,8.42,Subject002
802,8.43,Subject002
803,8.48,Subject002
804,8.57,Subject002
805,8.6,Subject002
806,8.57,Subject002
807,8.55,Subject002
808,8.58,Subject002
809,8.61,Subject002
810,8.6,Subject002
811,8.5,Subject002
812,8.45,Subject002
813,8.43,Subject002
814,8.41,Subject002
815,8.37,Subject002
816,8.37,Subject002
817,8.4,Subject002
818,8.42,Subject002
819,8.42,Subject002
820,8.4,Subject002
821,8.4,Subject002
822,8.4,Subject002
823,8.42,Subject002
824,8.42,Subject002
825,8.4,Subject002
826,8.37,Subject002
827,8.36,Subject002
828,8.45,Subject002
829,8.52,Subject002
830,8.48,Subject002
831,8.44,Subject002
832,8.41,Subject002
833,8.45,Subject002
834,8.53,Subject002
835,8.52,Subject002
836,8.49,Subject002
837,8.45,Subject002
838,8.4,Subject002
839,8.37,Subject002
840,8.32,Subject002
841,8.29,Subject002
842,8.26,Subject002
843,8.23,Subject002
844,8.26,Subject002
845,8.37,Subject002
846,8.45,Subject002
847,8.46,Subject002
848,8.45,Subject002
849,8.43,Subject002
850,8.38,Subject002
851,8.33,Subject002
852,8.31,Subject002
853,8.36,Subject002
854,8.42,Subject002
855,8.43,Subject002
856,8.44,Subject002
857,8.44,Subject002
858,8.43,Subject002
859,8.43,Subject002
860,8.45,Subject002
861,8.44,Subject002
862,8.41,Subject002
863,8.36,Subject002
864,8.32,Subject002
865,8.29,Subject002
866,8.27,Subject002
867,8.26,Subject002
868,8.23,Subject002
869,8.25,Subject002
870,8.38,Subject002
871,8.47,Subject002
872,8.45,Subject002
873,8.41,Subject002
874,8.37,Subject002
875,8.34,Subject002
876,8.32,Subject002
877,8.28,Subject002
878,8.26,Subject002
879,8.31,Subject002
880,8.4,Subject002
881,8.38,Subject002
882,8.32,Subject002
883,8.29,Subject002
884,8.28,Subject002
885,8.26,Subject002
886,8.3,Subject002
887,8.31,Subject002
888,8.29,Subject002
889,8.28,Subject002
890,8.33,Subject002
891,8.38,Subject002
892,8.37,Subject002
893,8.34,Subject002
894,8.31,Subject002
895,8.29,Subject002
896,8.27,Subject002
897,8.24,Subject002
898,8.2,Subject002
899,8.17,Subject002
900,8.17,Subject002
901,8.18,Subject002
902,8.18,Subject002
903,8.16,Subject002
904,8.14,Subject002
905,8.13,Subject002
906,8.12,Subject002
907,8.13,Subject002
908,8.11,Subject002
909,8.09,Subject002
910,8.08,Subject002
911,8.08,Subject002
912,8.1,Subject002
913,8.13,Subject002
914,8.16,Subject002
915,8.2,Subject002
916,8.18,Subject002
917,8.14,Subject002
918,8.12,Subject002
919,8.13,Subject002
920,8.17,Subject002
921,8.21,Subject002
922,8.22,Subject002
923,8.19,Subject002
924,8.22,Subject002
925,8.3,Subject002
926,8.33,Subject002
927,8.35,Subject002
928,8.34,Subject002
929,8.37,Subject002
930,8.37,Subject002
931,8.36,Subject002
932,8.34,Subject002
933,8.32,Subject002
934,8.3,Subject002
935,8.27,Subject002
936,8.25,Subject002
937,8.24,Subject002
938,8.28,Subject002
939,8.31,Subject002
940,8.31,Subject002
941,8.3,Subject002
942,8.31,Subject002
943,8.33,Subject002
944,8.33,Subject002
945,8.3,Subject002
946,8.28,Subject002
947,8.28,Subject002
948,8.3,Subject002
949,8.32,Subject002
950,8.31,Subject002
951,8.31,Subject002
952,8.32,Subject002
953,8.35,Subject002
954,8.36,Subject002
955,8.37,Subject002
956,8.38,Subject002
957,8.38,Subject002
958,8.37,Subject002
959,8.36,Subject002
960,8.34,Subject002
961,8.33,Subject002
962,8.37,Subject002
963,8.43,Subject002
964,8.43,Subject002
965,8.41,Subject002
966,8.46,Subject002
967,8.54,Subject002
968,8.58,Subject002
969,8.62,Subject002
970,8.67,Subject002
971,8.71,Subject002
972,8.75,Subject002
973,8.77,Subject002
974,8.78,Subject002
975,8.77,Subject002
976,8.75,Subject002
977,8.73,Subject002
978,8.73,Subject002
979,8.74,Subject002
980,8.78,Subject002
981,8.82,Subject002
982,8.84,Subject002
983,8.84,Subject002
984,8.88,Subject002
985,8.87,Subject002
986,8.84,Subject002
987,8.81,Subject002
988,8.76,Subject002
989,8.72,Subject002
990,8.72,Subject002
991,8.77,Subject002
992,8.79,Subject002
993,8.76,Subject002
994,8.72,Subject002
995,8.68,Subject002
996,8.64,Subject002
997,8.6,Subject002
998,8.57,Subject002
999,8.57,Subject002
1000,8.57,Subject002
1001,8.55,Subject002
1002,8.55,Subject002
1003,8.54,Subject002
1004,8.53,Subject002
1005,8.52,Subject002
1006,8.51,Subject002
1007,8.49,Subject002
1008,8.47,Subject002
1009,8.5,Subject002
1010,8.53,Subject002
1011,8.51,Subject002
1012,8.48,Subject002
1013,8.45,Subject002
1014,8.43,Subject002
1015,8.43,Subject002
1016,8.45,Subject002
1017,8.47,Subject002
1018,8.29,Subject002
1019,8.08,Subject002
1020,8.12,Subject002
1021,8.31,Subject002
1022,8.64,Subject002
1023,8.87,Subject002
1024,8.71,Subject002
1025,8.55,Subject002
1026,8.54,Subject002
1027,8.5,Subject002
1028,8.5,Subject002
1029,8.49,Subject002
1030,8.37,Subject002
1031,8.0,Subject002
1032,8.16,Subject002
1033,8.11,Subject002
1034,8.04,Subject002
1035,8.06,Subject002
1036,8.14,Subject002
1037,8.22,Subject002
1038,8.24,Subject002
1039,8.21,Subject002
1040,8.2,Subject002
1041,8.31,Subject002
1042,7.85,Subject002
1043,7.59,Subject002
1044,7.24,Subject002
1045,6.87,Subject002
1046,6.8,Subject002
1047,7.4,Subject002
1048,7.14,Subject002
1049,7.29,Subject002
1050,7.03,Subject002
1051,6.84,Subject002
1052,6.72,Subject002
1053,6.6,Subject002
1054,6.62,Subject002
1055,6.9,Subject002
1056,7.56,Subject002
1057,7.53,Subject002
1058,7.96,Subject002
1059,7.68,Subject002
1060,7.77,Subject002
1061,7.8,Subject002
1062,7.78,Subject002
1063,7.77,Subject002
1064,7.75,Subject002
1065,7.74,Subject002
1066,7.73,Subject002
1067,7.71,Subject002
1068,7.69,Subject002
1069,7.68,Subject002
1070,7.66,Subject002
1071,7.66,Subject002
1072,7.69,Subject002
1073,7.75,Subject002
1074,7.75,Subject002
1075,7.74,Subject002
1076,7.73,Subject002
1077,7.72,Subject002
1078,7.7,Subject002
1079,7.75,Subject002
1080,7.74,Subject002
1081,7.74,Subject002
1082,7.73,Subject002
1083,7.72,Subject002
1084,7.71,Subject002
1085,7.7,Subject002
1086,7.69,Subject002
1087,7.69,Subject002
1088,7.7,Subject002
1089,7.71,Subject002
1090,7.7,Subject002
1091,7.68,Subject002
1092,7.66,Subject002
1093,7.64,Subject002
1094,7.62,Subject002
1095,7.64,Subject002
1096,7.68,Subject002
1097,7.65,Subject002
1098,7.64,Subject002
1099,7.66,Subject002
1100,7.65,Subject002
1101,7.64,Subject002
1102,7.61,Subject002
1103,7.61,Subject002
1104,7.59,Subject002
1105,7.58,Subject002
1106,7.59,Subject002
1107,7.6,Subject002
1108,7.6,Subject002
1109,7.62,Subject002
1110,7.68,Subject002
1111,7.72,Subject002
1112,7.72,Subject002
1113,7.72,Subject002
1114,7.71,Subject002
1115,7.69,Subject002
1116,7.71,Subject002
1117,7.73,Subject002
1118,7.77,Subject002
1119,7.8,Subject002
1120,7.8,Subject002
1121,7.81,Subject002
1122,7.9,Subject002
1123,7.91,Subject002
1124,7.9,Subject002
1125,7.87,Subject002
1126,7.8,Subject002
1127,7.81,Subject002
1128,7.84,Subject002
1129,7.86,Subject002
1130,7.89,Subject002
1131,8.0,Subject002
1132,8.01,Subject002
1133,8.03,Subject002
1134,8.03,Subject002
1135,8.05,Subject002
1136,8.07,Subject002
1137,8.11,Subject002
1138,8.13,Subject002
1139,8.17,Subject002
1140,8.17,Subject002
1141,8.18,Subject002
1142,8.24,Subject002
1143,8.29,Subject002
1144,8.3,Subject002
1145,8.3,Subject002
1146,8.29,Subject002
1147,8.27,Subject002
1148,8.25,Subject002
